cod,Clave,Nombre
7246,P911,Quistes periventriculares adquiridos del recién nacido
4468,K09,"Quites de la región bucal, no clasificados en otra parte"
389,A82,Rabia
390,A820,Rabia selvática
391,A821,Rabia urbana
392,A829,"Rabia, sin otra especificación"
5610,M541,Radiculopatía
5094,L58,Radiodermatitis
5095,L580,Radiodermatitis aguda
5096,L581,Radiodermatitis crónica
5097,L589,"Radiodermatitis, no especificada"
4465,K083,Raíz dental retenida
2190,E550,Raquitismo activo
1805,D573,Rasgo drepanocítico
1797,D563,Rasgo talasémico
4419,K033,Reabsorción patológica de los dientes
9707,T816,Reacción aguda a sustancia extraña dejada accidentalmente durante un procedimiento
2612,F430,Reacción al estrés agudo
2611,F43,Reacción al estrés grave y trastornos de adaptación
2616,F439,"Reacción al estrés grave, no especificada"
8245,R761,Reacción anormal a la prueba con tuberculina
4256,J393,"Reacción de hipersensibilidad de las vías respiratorias superiores, sitio no especificado"
9695,T804,Reacción de incompatibilidad a Rh
9694,T803,Reacción de incompatibilidad al grupo ABO
5031,L432,Reacción liquenoide debida a drogas
6564,O293,Reacción tóxica a la anestesia local administrada durante el embarazo
6841,O893,Reacción tóxica a la anestesia local administrada durante el puerperio
6767,O744,Reacción tóxica a la anestesia local administrada durante el trabajo de parto y el parto
7263,P93,Reacciones e intoxicaciones debidas a drogas administradas al feto y al recién nacido
13388,Y655,Realización de una operación inadecuada
9755,T860,Rechazo de trasplante de médula ósea
6957,P080,Recién nacido excepcionalmente grande
6959,P082,Recién nacido postérmino sin sobrepeso para su edad gestacional
6263,N816,Rectocele
4653,K513,Rectosigmoiditis (crónica) ulcerativa
8098,R292,Reflejos anormales
7693,Q627,Reflujo vésico-urétero-renal congénito
7256,P921,Regurgitación y rumiación del recién nacido
13840,Z500,Rehabilitación cardíaca
13842,Z502,Rehabilitación del alcohólico
13843,Z503,Rehabilitación del drogadicto
9491,T481,Relajantes musculoesqueléticos [agentes bloqueadores neuromusculares]
13477,Y836,Remoción de otro órgano (parcial) (total)
7953,Q952,Reordenamiento autosómico equilibrado en individuo anormal
7954,Q953,Reordenamiento autosómico/sexual equilibrado en individuo anormal
7958,Q959,"Reordenamiento equilibrado y marcador estructural, sin otra especificación"
7950,Q95,"Reordenamientos equilibrados y marcadores estructurales, no clasificados en otra parte"
906,B975,Reovirus como causa de enfermedades clasificadas en otros capítulos
8017,R065,Respiración con la boca
8015,R063,Respiración periódica
5079,L561,Respuesta fotoalérgica a drogas
5078,L560,Respuesta fototóxica a drogas
8364,R94,Resultados anormales de estudios funcionales
8368,R943,Resultados anormales en estudios funcionales cardiovasculares
8371,R946,Resultados anormales en estudios funcionales de la tiroides
8370,R945,Resultados anormales en estudios funcionales del hígado
8367,R942,Resultados anormales en estudios funcionales del pulmón
8369,R944,Resultados anormales en estudios funcionales del riñón
8365,R940,Resultados anormales en estudios funcionales del sistema nervioso central
8366,R941,Resultados anormales en estudios funcionales del sistema nervioso periférico y sentidos especiales
8373,R948,Resultados anormales en los estudios funcionales de otros órganos y sistemas
8372,R947,Resultados anormales en otros estudios funcionales endocrinos
6946,P05,Retardo del crecimiento fetal y desnutrición fetal
6950,P059,"Retardo del crecimiento fetal, no especificado"
3258,H055,"Retención de cuerpo extraño (antiguo), consecutiva a herida penetrante de la órbita"
6544,O263,Retención de dispositivo anticonceptivo intrauterino en el embarazo
6761,O731,"Retención de fragmentos de la placenta o de las membranas, sin hemorragia"
6759,O73,"Retención de la placenta o de las membranas, sin hemorragia"
6760,O730,Retención de la placenta sin hemorragia
8109,R33,Retención de orina
3438,H446,Retención intraocular de cuerpo extraño magnético (antiguo)
3439,H447,Retención intraocular de cuerpo extraño no magnético (antiguo)
5087,L571,Reticuloide actínico
3399,H351,Retinopatía de la prematuridad
3409,H360,Retinopatía diabética
3398,H350,Retinopatías del fondo y cambios vasculares retinianos
3386,H331,Retinosquisis y quistes de la retina
6861,O920,Retracción del pezón asociada con el parto
4446,K060,Retracción gingival
6688,O632,"Retraso de la expulsión del segundo gemelo, del tercero, etc."
6779,O755,Retraso del parto después de la ruptura artificial de las membranas
6780,O756,Retraso del parto después de la ruptura espontánea o no especificada de las membranas
2739,F72,Retraso mental grave
2743,F729,"Retraso mental grave, deterioro del comportamiento de grado no especificado"
2740,F720,"Retraso mental grave, deterioro del comportamiento nulo o mínimo"
2741,F721,"Retraso mental grave, deterioro del comportamiento significativo, que requiere atención o tratamiento"
2742,F728,"Retraso mental grave, otros deterioros del comportamiento"
2729,F70,Retraso mental leve
2733,F709,"Retraso mental leve, deterioro del comportamiento de grado no especificado"
2730,F700,"Retraso mental leve, deterioro del comportamiento nulo o mínimo"
2731,F701,"Retraso mental leve, deterioro del comportamiento significativo, que requiere atención o tratamiento"
2732,F708,"Retraso mental leve, otros deterioros del comportamiento"
2734,F71,Retraso mental moderado
2738,F719,"Retraso mental moderado, deterioro del comportamiento de grado no especificado"
2735,F710,"Retraso mental moderado, deterioro del comportamiento nulo o mínimo"
2736,F711,"Retraso mental moderado, deterioro del comportamiento significativo, que requiere atención o tratamiento"
2737,F718,"Retraso mental moderado, otros deterioros del comportamiento"
2744,F73,Retraso mental profundo
2748,F739,"Retraso mental profundo, deterioro del comportamiento de grado no especificado"
2745,F730,"Retraso mental profundo, deterioro del comportamiento nulo o mínimo"
2746,F731,"Retraso mental profundo, deterioro del comportamiento significativo, que requiere atención o tratamiento"
2747,F738,"Retraso mental profundo, otros deterioros del comportamiento"
2754,F79,"Retraso mental, no especificado"
2758,F799,"Retraso mental, no especificado, deterioro del comportamiento de grado no especificado"
2755,F790,"Retraso mental, no especificado, deterioro del comportamiento nulo o mínimo"
2756,F791,"Retraso mental, no especificado, deterioro del comportamiento significativo, que requiere atención o tratamiento"
2757,F798,"Retraso mental, no especificado, otros deterioros del comportamiento"
904,B973,Retrovirus como causa de enfermedades clasificadas en otros capítulos
5355,M123,Reumatismo palindrómico
5738,M790,"Reumatismo, no especificado"
373,A791,Rickettsiosis pustulosa debida a Rickettsia akari
375,A799,"Rickettsiosis, no especificada"
9375,T366,Rifamicinas
8054,R193,Rigidez abdominal
5468,M256,"Rigidez articular, no clasificada en otra parte"
4205,J301,Rinitis alérgica debida al polen
4203,J30,Rinitis alérgica y vasomotora
4208,J304,"Rinitis alérgica, no especificada"
4210,J310,Rinitis crónica
4204,J300,Rinitis vasomotora
4209,J31,"Rinitis, rinofaringitis y faringitis crónicas"
4116,J00,Rinofaringitis aguda [resfriado común]
4211,J311,Rinofaringitis crónica
5161,L711,Rinofima
700,B481,Rinosporidiosis
6063,N26,"Riñón contraído, no especificado"
7698,Q632,Riñón ectópico
7697,Q631,"Riñón lobulado, fusionado y en herradura"
6064,N27,Riñón pequeño de causa desconocida
6066,N271,"Riñón pequeño, bilateral"
6067,N279,"Riñón pequeño, no especificado"
6065,N270,"Riñón pequeño, unilateral"
7679,Q612,"Riñón poliquístico, autosómico dominante"
7678,Q611,"Riñón poliquístico, autosómico recesivo"
7680,Q613,"Riñón poliquístico, tipo no especificado"
7682,Q615,Riñón quístico medular
7696,Q630,Riñón supernumerario
9587,T604,Rodenticidas
5163,L719,"Rosácea, no especificada"
5159,L71,Rosásea
494,B06,Rubéola [sarampión alemán]
495,B060,Rubéola con complicaciones neurológicas
496,B068,Rubéola con otras complicaciones
497,B069,Rubéola sin complicaciones
8077,R232,Rubor
4024,I772,Ruptura arterial
3997,I718,"Ruptura de aneurisma aórtico, sitio no especificado"
3993,I713,Ruptura de aneurisma de la aorta abdominal
3991,I711,Ruptura de aneurisma de la aorta torácica
3995,I715,Ruptura de aneurisma de la aorta toracoabdominal
3896,I511,"Ruptura de cuerda tendinosa, no clasificada en otra parte"
3741,I233,Ruptura de la pared cardíaca sin hemopericardio como complicación presente posterior al infarto agudo del miocardio
5658,M661,Ruptura de la sinovia
6096,N324,"Ruptura de la vejiga, no traumática"
3742,I234,Ruptura de las cuerdas tendinosas como complicación presente posterior al infarto agudo del miocardio
9033,S932,Ruptura de ligamentos a nivel del tobillo y del pie
3743,I235,Ruptura de músculo papilar como complicación presente posterior al infarto agudo del miocardio
3897,I512,"Ruptura de músculo papilar, no clasificada en otra parte"
5657,M660,Ruptura de quiste sinovial poplíteo
6744,O710,Ruptura del útero antes del inicio del trabajo de parto
6745,O711,Ruptura del útero durante el trabajo de parto
5656,M66,Ruptura espontánea de la sinovia y del tendón
5661,M664,Ruptura espontánea de otros tendones
5662,M665,Ruptura espontánea de tendón no especificado
5659,M662,Ruptura espontánea de tendones extensores
5660,M663,Ruptura espontánea de tendones flexores
6641,O42,Ruptura prematura de las membranas
6642,O420,"Ruptura prematura de las membranas, e inicio del trabajo de parto dentro de las 24 horas"
6643,O421,"Ruptura prematura de las membranas, e inicio del trabajo de parto después de las 24 horas"
6645,O429,"Ruptura prematura de las membranas, sin otra especificación"
6644,O422,"Ruptura prematura de las membranas, trabajo de parto retrasado por la terapéutica"
8489,S130,Ruptura traumática de disco cervical intervertebral
8620,S330,Ruptura traumática de disco intervertebral lumbar
8547,S230,Ruptura traumática de disco intervertebral torácico
8624,S334,Ruptura traumática de la sínfisis del pubis
8834,S633,Ruptura traumática de ligamentos de la muñeca y del carpo
8835,S634,Ruptura traumática de ligamentos del dedo de la mano en la(s) articulación(es) metacarpofalángica e interfalángica
8769,S533,Ruptura traumática del ligamento lateral del cúbito
8768,S532,Ruptura traumática del ligamento lateral del radio
8464,S092,Ruptura traumática del tímpano del oído
9638,T691,Sabañón(es)
5556,M461,"Sacroiliítis, no clasificada en otra parte"
2714,F655,Sadomasoquismo
9400,T390,Salicilatos
3568,H680,Salpingitis eustaquiana
6202,N70,Salpingitis y ooforitis
6203,N700,Salpingitis y ooforitis aguda
6204,N701,Salpingitis y ooforitis crónica
6205,N709,"Salpingitis y ooforitis, no especificadas"
8065,R21,Salpullido y otras erupciones cutáneas no especificadas
10885,W16,Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento
10892,W166,"Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento, área industrial y de la construcción"
10889,W163,"Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento, áreas de deporte y atletismo"
10890,W164,"Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento, calles y carreteras"
10891,W165,"Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento, comercio y área de servicios"
10888,W162,"Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento, escuelas, otras instituciones y áreas administrativas públicas"
10893,W167,"Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento, granja"
10887,W161,"Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento, institución residencial"
10895,W169,"Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento, lugar no especificado"
10894,W168,"Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento, otro lugar especificado"
10886,W160,"Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento, vivienda"
13383,Y650,Sangre incompatible usada en transfusión
486,B05,Sarampión
487,B050,Sarampión complicado con encefalitis
488,B051,Sarampión complicado con meningitis
489,B052,Sarampión complicado con neumonía
490,B053,Sarampión complicado con otitis media
491,B054,Sarampión con complicaciones intestinales
492,B058,Sarampión con otras complicaciones
